timestamp,message index,event,event type,start time,start position lat,start position long,end position lat,end position long,total elapsed time,total timer time,total distance,total cycles,total calories,avg heart rate,max heart rate,avg cadence,max cadence,total ascent,total descent,lap trigger,sport,sub sport,avg temperature,max temperature,avg fractional cadence,max fractional cadence,enhanced avg speed,enhanced max speed,min temperature
2025-01-08T14:18:10.000Z,0,lap,stop,2025-01-08T14:12:48.000Z,"56,154002","10,210292","56,160308","10,203775","321,823","317,057","1000,00",480,71,138,150,89,93,5,7,distance,running,generic,24,29,"0,20","0,50","3,154","3,574",22
2025-01-08T16:32:28.000Z,1,lap,stop,2025-01-08T14:18:11.000Z,"56,160348","10,203760","56,141841","10,202182","8057,473","280,392","1000,00",421,57,132,145,88,95,5,11,distance,running,generic,25,28,"0,23","0,00","3,566","4,152",20
2025-01-08T16:37:24.000Z,2,lap,stop,2025-01-08T16:32:29.000Z,"56,141817","10,202123","56,134400","10,196194","295,704","256,341","1000,00",386,62,147,174,90,95,1,10,distance,running,generic,21,25,"0,46","0,00","3,901","4,208",16
2025-01-08T16:55:56.000Z,3,lap,stop,2025-01-08T16:37:25.000Z,"56,134389","10,196181","56,140532","10,194770","1112,672","258,348","1000,00",381,68,161,178,83,114,1,3,distance,running,generic,19,21,"0,59","0,00","3,871","5,888",15
2025-01-08T17:01:39.000Z,4,lap,stop,2025-01-08T16:55:57.000Z,"56,140561","10,194766","56,146495","10,202078","342,511","302,317","1000,00",451,82,161,170,87,96,5,1,distance,running,generic,16,18,"0,92","0,50","3,308","4,227",15
2025-01-08T17:06:46.000Z,5,lap,stop,2025-01-08T17:01:40.000Z,"56,146523","10,202072","56,146619","10,202090","3,391","3,391","15,38",1,0,168,169,86,86,0,0,sessionEnd,running,generic,15,15,"0,16","0,50","4,536","3,004",15
