timestamp,message index,event,event type,start time,start position lat,start position long,end position lat,end position long,total elapsed time,total timer time,total distance,total cycles,total calories,avg heart rate,max heart rate,avg cadence,max cadence,total ascent,total descent,lap trigger,sport,sub sport,avg temperature,max temperature,avg fractional cadence,max fractional cadence,enhanced avg speed,enhanced max speed,min temperature
2024-12-31T13:49:43.000Z,0,lap,stop,2024-12-31T13:44:40.000Z,"56,146189","10,200279","56,140151","10,204864","303,142","282,813","1000,00",417,65,142,153,86,93,2,19,distance,running,generic,21,25,"0,55","0,50","3,536","4,273",18
2024-12-31T13:54:01.000Z,1,lap,stop,2024-12-31T13:49:44.000Z,"56,140123","10,204897","56,132112","10,211728","257,717","257,717","1000,00",392,68,159,164,92,93,0,6,distance,running,generic,17,18,"0,23","0,50","3,880","4,040",16
2024-12-31T13:58:45.000Z,2,lap,stop,2024-12-31T13:54:02.000Z,"56,132084","10,211750","56,125611","10,207261","283,960","283,960","1000,00",433,79,169,175,92,94,38,3,distance,running,generic,16,18,"0,25","0,50","3,522","3,891",16
2024-12-31T14:03:12.000Z,3,lap,stop,2024-12-31T13:58:46.000Z,"56,125635","10,207189","56,126941","10,197319","267,298","267,298","1000,00",399,75,171,178,90,93,24,8,distance,running,generic,20,21,"0,32","0,50","3,741","4,078",18
2024-12-31T14:07:32.000Z,4,lap,stop,2024-12-31T14:03:13.000Z,"56,126984","10,197332","56,133884","10,197354","260,159","260,159","1000,00",383,70,165,171,89,92,1,37,distance,running,generic,20,22,"0,20","0,50","3,844","4,451",19
2024-12-31T14:11:48.000Z,5,lap,stop,2024-12-31T14:07:33.000Z,"56,133910","10,197337","56,142385","10,195605","255,708","255,708","1000,00",385,72,171,173,91,92,7,0,distance,running,generic,20,21,"0,07","0,50","3,911","4,115",20
2024-12-31T14:15:27.000Z,6,lap,stop,2024-12-31T14:11:49.000Z,"56,142418","10,195603","56,146549","10,202184","210,048","210,048","819,12",312,59,171,176,90,93,5,0,sessionEnd,running,generic,21,22,"0,81","0,50","3,900","4,236",21
