timestamp,message index,event,event type,start time,start position lat,start position long,end position lat,end position long,total elapsed time,total timer time,total distance,total cycles,total calories,avg heart rate,max heart rate,avg cadence,max cadence,total ascent,total descent,lap trigger,sport,sub sport,avg temperature,max temperature,avg fractional cadence,max fractional cadence,enhanced avg speed,enhanced max speed,min temperature
2025-01-06T14:53:45.000Z,0,lap,stop,2025-01-06T14:49:09.000Z,"56,146795","10,202092","56,139060","10,207165","276,228","272,362","1000,00",400,68,149,161,87,100,1,24,distance,running,generic,21,24,"0,57","0,00","3,672","4,488",18
2025-01-06T14:58:00.000Z,1,lap,stop,2025-01-06T14:53:46.000Z,"56,139026","10,207164","56,130819","10,213066","254,973","254,973","1000,00",387,72,167,175,92,93,1,5,distance,running,generic,16,18,"0,11","0,50","3,922","3,975",15
2025-01-06T15:02:26.000Z,2,lap,stop,2025-01-06T14:58:01.000Z,"56,130788","10,213070","56,123393","10,219234","266,129","266,129","1000,00",401,78,174,178,91,92,17,4,distance,running,generic,15,16,"0,23","0,50","3,758","4,068",15
2025-01-06T15:06:57.000Z,3,lap,stop,2025-01-06T15:02:27.000Z,"56,123369","10,219273","56,116763","10,226877","270,498","270,498","1000,00",405,80,174,180,90,95,18,15,distance,running,generic,17,17,"0,23","0,50","3,697","3,956",16
2025-01-06T15:11:57.000Z,4,lap,stop,2025-01-06T15:06:58.000Z,"56,116738","10,226931","56,112147","10,226048","299,722","299,722","1000,00",449,88,174,179,89,93,28,16,distance,running,generic,18,19,"0,92","0,50","3,336","3,760",17
2025-01-06T15:16:45.000Z,5,lap,stop,2025-01-06T15:11:58.000Z,"56,112139","10,225990","56,115019","10,214937","288,027","288,027","1000,00",439,87,177,181,91,94,43,10,distance,running,generic,20,21,"0,87","0,50","3,472","4,059",19
2025-01-06T15:21:04.000Z,6,lap,stop,2025-01-06T15:16:46.000Z,"56,115027","10,214875","56,117234","10,199788","259,289","259,289","1000,00",393,77,175,183,91,94,15,18,distance,running,generic,20,21,"0,66","0,50","3,857","4,171",20
2025-01-06T15:25:51.000Z,7,lap,stop,2025-01-06T15:21:05.000Z,"56,117240","10,199728","56,124224","10,200203","286,579","286,579","1000,00",431,87,178,182,91,93,18,13,distance,running,generic,20,21,"0,00","0,50","3,489","4,031",20
2025-01-06T15:29:49.000Z,8,lap,stop,2025-01-06T15:25:52.000Z,"56,124221","10,200276","56,130973","10,202289","238,725","238,725","1000,00",358,70,175,180,89,93,0,37,distance,running,generic,20,21,"0,41","0,50","4,189","4,591",20
2025-01-06T15:33:48.000Z,9,lap,stop,2025-01-06T15:29:50.000Z,"56,131010","10,202282","56,139677","10,200097","239,115","239,115","1000,00",366,74,181,184,92,95,1,12,distance,running,generic,20,20,"0,60","0,50","4,182","4,395",19
2025-01-06T15:38:11.000Z,10,lap,stop,2025-01-06T15:33:49.000Z,"56,139711","10,200083","56,146607","10,202197","255,206","247,694","931,76",374,77,180,184,91,94,11,0,sessionEnd,running,generic,21,21,"0,80","0,50","3,762","4,078",20
