timestamp,message index,event,event type,start time,start position lat,start position long,end position lat,end position long,total elapsed time,total timer time,total distance,total cycles,total calories,avg heart rate,max heart rate,avg cadence,max cadence,total ascent,total descent,lap trigger,sport,sub sport,avg temperature,max temperature,avg fractional cadence,max fractional cadence,enhanced avg speed,enhanced max speed,min temperature
2025-01-02T16:00:54.000Z,0,lap,stop,2025-01-02T15:55:57.000Z,"56,146713","10,202303","56,138933","10,206106","297,828","272,650","1000,00",392,60,136,159,86,96,0,16,distance,running,generic,24,26,"0,30","0,00","3,668","4,208",23
2025-01-02T16:05:15.000Z,1,lap,stop,2025-01-02T16:00:55.000Z,"56,138902","10,206143","56,130789","10,212529","260,635","260,635","1000,00",398,72,161,167,92,94,0,5,distance,running,generic,21,23,"0,54","0,50","3,837","4,068",20
2025-01-02T16:09:58.000Z,2,lap,stop,2025-01-02T16:05:16.000Z,"56,130749","10,212542","56,125354","10,204609","283,384","283,384","1000,00",434,82,170,175,91,94,37,6,distance,running,generic,17,20,"0,10","0,50","3,529","3,919",15
2025-01-02T16:14:24.000Z,3,lap,stop,2025-01-02T16:09:59.000Z,"56,125350","10,204559","56,128174","10,199334","265,606","265,606","1000,00",399,78,171,184,90,93,16,20,distance,running,generic,14,15,"0,59","0,50","3,765","4,189",14
2025-01-02T16:18:34.000Z,4,lap,stop,2025-01-02T16:14:25.000Z,"56,128198","10,199386","56,136579","10,201941","249,680","249,680","1000,00",371,69,163,168,89,91,0,28,distance,running,generic,15,15,"0,34","0,50","4,005","4,516",14
2025-01-02T16:22:55.000Z,5,lap,stop,2025-01-02T16:18:35.000Z,"56,136614","10,201923","56,145085","10,199524","261,274","257,053","1000,00",385,75,171,182,90,96,12,0,distance,running,generic,16,16,"0,92","0,50","3,890","5,132",15
2025-01-02T16:26:02.000Z,6,lap,stop,2025-01-02T16:22:56.000Z,"56,145105","10,199589","56,146379","10,202250","83,552","83,552","286,83",117,18,144,177,90,94,2,0,sessionEnd,running,generic,16,16,"0,23","0,50","3,433","4,152",16
